,16.7,4.87141,0.0,18.1,0.0.1,0.614,6.484,93.6,2.3053,24.0,666.0,20.2,396.21,18.68
0,13.8,2.37934,0.0,19.58,0.0,0.871,6.13,100.0,1.4191,5.0,403.0,14.7,172.91,27.8
1,20.1,0.11132,0.0,27.74,0.0,0.609,5.983,83.5,2.1099,4.0,711.0,20.1,396.9,13.35
2,16.1,2.63548,0.0,9.9,0.0,0.544,4.973,37.8,2.5194,4.0,304.0,18.4,350.45,12.64
3,21.7,3.8497,0.0,18.1,1.0,0.77,6.395,91.0,2.5052,24.0,666.0,20.2,391.34,13.27
4,23.8,2.3004,0.0,19.58,0.0,0.605,6.319,96.1,2.1,5.0,403.0,14.7,297.09,11.1
5,18.2,0.6379600000000001,0.0,8.14,0.0,0.5379999999999999,6.096,84.5,4.4619,4.0,307.0,21.0,380.02,10.26
6,17.8,8.98296,0.0,18.1,1.0,0.77,6.212000000000001,97.4,2.1222,24.0,666.0,20.2,377.73,17.6
7,13.5,8.20058,0.0,18.1,0.0,0.713,5.936,80.3,2.7792,24.0,666.0,20.2,3.5,16.94
8,22.2,0.1029,30.0,4.93,0.0,0.428,6.358,52.9,7.0355,6.0,300.0,16.6,372.75,11.22
9,7.0,45.7461,0.0,18.1,0.0,0.693,4.519,100.0,1.6582,24.0,666.0,20.2,88.27,36.98
10,16.7,11.0874,0.0,18.1,0.0,0.718,6.4110000000000005,100.0,1.8589,24.0,666.0,20.2,318.75,15.02
11,21.7,0.10793,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,5.0,384.0,20.9,393.49,13.0
12,24.4,0.1403,22.0,5.86,0.0,0.431,6.487,13.0,7.3967,7.0,330.0,19.1,396.28,5.9
13,20.1,13.0751,0.0,18.1,0.0,0.58,5.712999999999999,56.7,2.8237,24.0,666.0,20.2,396.9,14.76
14,24.7,0.15936,0.0,6.91,0.0,0.44799999999999995,6.211,6.5,5.7209,3.0,233.0,17.9,394.46,7.44
15,19.6,0.8520399999999999,0.0,8.14,0.0,0.5379999999999999,5.965,89.2,4.0123,4.0,307.0,21.0,392.53,13.83
16,36.2,0.06905,0.0,2.18,0.0,0.45799999999999996,7.147,54.2,6.0622,3.0,222.0,18.7,396.9,5.33
17,24.7,0.17505,0.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,279.0,19.2,393.43,10.13
18,18.2,0.04301,80.0,1.91,0.0,0.413,5.662999999999999,21.9,10.5857,4.0,334.0,22.0,382.8,8.05
19,12.0,15.0234,0.0,18.1,0.0,0.614,5.303999999999999,97.3,2.1007,24.0,666.0,20.2,349.48,24.91
20,15.4,2.7339700000000002,0.0,19.58,0.0,0.871,5.597,94.9,1.5257,5.0,403.0,14.7,351.85,21.45
21,13.2,1.38799,0.0,8.14,0.0,0.5379999999999999,5.95,82.0,3.99,4.0,307.0,21.0,232.6,27.71
22,18.4,0.32982,0.0,21.89,0.0,0.624,5.822,95.4,2.4699,4.0,437.0,21.2,388.69,15.03
23,33.3,0.04011,80.0,1.52,0.0,0.40399999999999997,7.287000000000001,34.1,7.309,2.0,329.0,12.6,396.9,4.08
24,22.6,0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5.0,296.0,16.6,393.23,9.64
25,14.1,4.75237,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,24.0,666.0,20.2,50.92,18.13
26,22.5,0.051879999999999996,0.0,4.49,0.0,0.449,6.015,45.1,4.4272,3.0,247.0,18.5,395.99,12.86
27,50.0,0.52693,0.0,6.2,0.0,0.504,8.725,83.0,2.8944,8.0,307.0,17.4,382.0,4.63
28,14.1,9.329089999999999,0.0,18.1,0.0,0.713,6.185,98.7,2.2616,24.0,666.0,20.2,396.9,18.13
29,33.8,0.5401100000000001,20.0,3.97,0.0,0.647,7.202999999999999,81.8,2.1121,5.0,264.0,13.0,392.8,9.59
30,19.3,0.14476,0.0,10.01,0.0,0.547,5.731,65.2,2.7592,6.0,432.0,17.8,391.5,13.61
